params,mean_test_score,std_test_score,rank_test_score
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.651,0.066,65
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.651,0.066,65
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 300}",0.651,0.07,61
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.67,0.105,38
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.66,0.099,53
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 300}",0.679,0.107,26
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.679,0.087,17
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.66,0.083,49
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 300}",0.67,0.08,38
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.66,0.058,53
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",0.669,0.055,45
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 300}",0.679,0.058,34
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.679,0.083,26
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",0.697,0.067,1
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 300}",0.688,0.09,13
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.679,0.092,17
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",0.688,0.089,9
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 300}",0.697,0.095,1
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.651,0.066,65
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.651,0.066,65
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 300}",0.651,0.07,61
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.679,0.106,17
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.66,0.099,53
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 300}",0.679,0.107,26
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.679,0.087,17
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.66,0.083,49
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 300}",0.67,0.08,38
