params,mean_test_score,std_test_score,rank_test_score
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.558,0.139,33
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.558,0.139,33
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 300}",0.546,0.13,45
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.57,0.129,3
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.534,0.159,57
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 300}",0.534,0.159,57
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.568,0.089,25
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.568,0.109,9
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 300}",0.568,0.109,9
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.558,0.139,33
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",0.558,0.139,33
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 300}",0.546,0.13,45
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.57,0.129,3
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",0.534,0.159,57
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 300}",0.534,0.159,57
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.568,0.089,25
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",0.568,0.109,9
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 300}",0.568,0.109,9
