params,mean_test_score,std_test_score,rank_test_score
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.594,0.054,1
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.557,0.101,33
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 300}",0.557,0.101,33
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.58,0.134,13
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.533,0.138,54
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 300}",0.533,0.161,69
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.569,0.113,21
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.593,0.151,5
"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 300}",0.569,0.146,21
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.533,0.17,54
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",0.533,0.17,54
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 300}",0.533,0.17,54
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.557,0.15,41
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",0.545,0.149,50
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 300}",0.581,0.162,9
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.557,0.163,41
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",0.58,0.174,17
"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 300}",0.569,0.163,21
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.594,0.054,1
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.557,0.101,33
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 300}",0.557,0.101,33
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.58,0.134,13
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.533,0.138,54
"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 300}",0.533,0.161,69
